rank,ticker,expected_return,risk_adjusted_score,win_rate,confidence,asset_class,volatility,sample_size,statistical_significance,patterns_used,pattern_details
184,MCK,-0.08517639111851363,-0.28793839752123573,0.4756357317030212,High,Stock,1.7208725621616296,1293,0.7457141303233559,2,"August Monthly, Q3 Quarterly"
185,ETN,-0.07328103475336702,-0.28816550236059857,0.4452417115694476,Very High,Stock,1.6701815813303924,2281,0.8542934974833779,2,"August Monthly, Q3 Quarterly"
186,GWW,-0.07715338305484584,-0.2885119456744041,0.44147482719888387,Very High,Stock,1.5850715543852814,2237,0.8815949073763196,2,"August Monthly, Q3 Quarterly"
187,PH,-0.05956598220203999,-0.28890931634827144,0.4598540145985401,Very High,Stock,1.9259803776508204,2877,0.8472938992325885,1,Q3 Quarterly
188,DXC,-0.05906070825488097,-0.2889886193874871,0.4696804467796834,Medium,Stock,2.1003363383444427,1837,0.631499540718653,2,"July Monthly, Q3 Quarterly"
189,TXT,-0.05953225739194701,-0.29112412176624025,0.45809854888402346,High,Stock,1.9768057455843075,1862,0.7880910303225258,3,"July Monthly, August Monthly, Q3 Quarterly"
190,SNPS,-0.0434866820025773,-0.2917117187189007,0.4888783719829626,Low,Stock,2.4258809848710117,2113,0.5273253089839524,1,Q3 Quarterly
191,FAST,-0.05775154463378618,-0.2920097345050741,0.4731854386528541,Very High,Stock,2.007051646970028,812,0.8952656293468597,2,"July Monthly, August Monthly"
192,JPM,-0.06248926601326159,-0.2923611803577587,0.4592483594440326,High,Stock,2.007652186159129,1936,0.704931827867517,2,"August Monthly, Q3 Quarterly"
193,JNPR,0.01656981071153011,-0.29306163562123627,0.5057722326041553,Low,Stock,3.123046211844056,1102,0.5219846693676254,2,"July Monthly, Q3 Quarterly"
194,AXP,-0.06232334933161003,-0.2931787234144033,0.45993752110773384,High,Stock,2.007749373576451,2280,0.725524547685258,2,"August Monthly, Q3 Quarterly"
195,IPG,-0.0489417830606737,-0.29487876761339304,0.4567558179923585,High,Stock,2.1784606475825385,2879,0.7205323614390667,1,Q3 Quarterly
196,ORLY,-0.08019382045235371,-0.2952621757412572,0.47289700576832927,High,Stock,1.8544131373731005,700,0.7342555043887269,2,"July Monthly, August Monthly"
197,WY,-0.053782362983000404,-0.29541904851827405,0.4628347878423112,Very High,Stock,2.096979924895523,3323,0.8174387891443551,1,Q3 Quarterly
198,CSCO,-0.0536200887425186,-0.29603718533286766,0.4950936663693131,Medium,Stock,2.3253816660181177,2242,0.6476386317500654,1,Q3 Quarterly
199,COST,-0.07788965483455391,-0.29618540967536194,0.4755261111855126,High,Stock,1.9041418873012357,1676,0.732277452292206,2,"August Monthly, Q3 Quarterly"
200,HCA,-0.06104338622578451,-0.3011392103786581,0.48308750311177495,High,Stock,2.1901475095199614,310,0.7345229406611838,2,"July Monthly, August Monthly"
201,MSTR,0.1811958073153611,-0.30113990063439566,0.4691780821917808,Medium,Stock,4.919960597445714,584,0.621355561389075,1,July Monthly
202,PEP,-0.09142640375932957,-0.30236528960812437,0.44474899889033626,Very High,Stock,1.4863827410421049,2280,0.9397002359027669,2,"August Monthly, Q3 Quarterly"
203,NTRS,-0.08075796260892534,-0.3032202889832971,0.4269692524875466,Very High,Stock,1.649601771106506,1937,0.8503041600459248,2,"August Monthly, Q3 Quarterly"
204,MAR,-0.0788503172280767,-0.3041505722622512,0.47162948640343605,Medium,Stock,1.9982566989018289,1165,0.6791543801213256,2,"August Monthly, Q3 Quarterly"
205,RHI,-0.051732149708051095,-0.306099723778648,0.41306755949417506,High,Stock,2.0860326748048017,982,0.7124661443573486,2,"July Monthly, August Monthly"
206,CSX,-0.08638104233908822,-0.30639328676591726,0.4624004524841438,High,Stock,1.8039673506049152,1577,0.7845032856112489,3,"July Monthly, August Monthly, Q3 Quarterly"
207,AVY,-0.07730772502309416,-0.3080807403750546,0.44748548815352274,Very High,Stock,1.8178401511305142,2237,0.8619715299080231,2,"August Monthly, Q3 Quarterly"
208,LOW,-0.06426403918843013,-0.3104638227251415,0.4716681023409046,High,Stock,2.2050626407234644,1921,0.7234649515045146,2,"July Monthly, Q3 Quarterly"
209,MCD,-0.09289129025979531,-0.3107845073467101,0.4675755016046376,Very High,Stock,1.7336521351703438,2102,0.8397326501061024,3,"July Monthly, August Monthly, Q3 Quarterly"
210,JCI,-0.0516967539862824,-0.3108530157222387,0.4795444959932518,Medium,Stock,2.4240099553741734,2371,0.6658337116894136,1,Q3 Quarterly
211,BAC,-0.06097293341522951,-0.3142034154155711,0.4377543933461728,Medium,Stock,2.162630322252455,2238,0.6979436848047501,2,"August Monthly, Q3 Quarterly"
212,AAP,-0.08602440475307699,-0.3143916369914048,0.48822870514185746,Medium,Stock,2.1054667261129048,831,0.6524223471399417,3,"July Monthly, August Monthly, Q3 Quarterly"
213,ZION,-0.0619841998150588,-0.3152845940629732,0.4491021938995652,Medium,Stock,2.2249131012289363,982,0.668590733058202,2,"July Monthly, August Monthly"
214,NVDA,0.03742154367689549,-0.31965915139935713,0.495220844600915,Very High,Stock,3.665539371500813,936,0.8042339549581948,3,"July Monthly, August Monthly, Q3 Quarterly"
215,EOG,-0.07688745394388304,-0.3206339962190421,0.4769420234937476,Medium,Stock,2.2179191566535996,1497,0.6655853504603009,2,"July Monthly, Q3 Quarterly"
216,OMC,-0.09218797932351505,-0.3208498020985924,0.42847975298755886,High,Stock,1.752511329107766,1613,0.7690436566820128,3,"July Monthly, August Monthly, Q3 Quarterly"
217,CTRA,-0.06648560672022986,-0.32326202553658157,0.4491509568018188,Medium,Stock,2.272201743867969,1497,0.6386259012280018,2,"July Monthly, Q3 Quarterly"
218,HAL,-0.06143470267457459,-0.3236857478955347,0.4701536643026004,Very High,Stock,2.3186522375879948,3384,0.8002747043624168,1,Q3 Quarterly
219,BIO,-0.07769537044944351,-0.32424745843221336,0.42690574602895415,Very High,Stock,1.9380937446157267,1936,0.8025278314114426,2,"August Monthly, Q3 Quarterly"
220,HAS,-0.07853549065292918,-0.32602832592856945,0.4563902115238848,High,Stock,2.06973567597132,1936,0.793820692991386,2,"August Monthly, Q3 Quarterly"
221,MAS,-0.07708552661226513,-0.3267225785680713,0.4476603879917028,High,Stock,2.0648832011314457,1937,0.788158984125152,2,"August Monthly, Q3 Quarterly"
222,INTC,-0.06627544567061272,-0.32679422071816794,0.48650099028445165,Medium,Stock,2.4307102340263804,1613,0.6817890115530387,3,"July Monthly, August Monthly, Q3 Quarterly"
223,WAB,-0.08108569491170173,-0.3274506911881748,0.46526534745600345,Medium,Stock,2.188077124912348,1294,0.6685059588194742,2,"August Monthly, Q3 Quarterly"
224,HD,-0.07261002612565284,-0.32833278230681695,0.47042291434267947,High,Stock,2.269348871744878,1855,0.7335357201828246,2,"August Monthly, Q3 Quarterly"
225,UAL,0.1525150047917708,-0.3285687959534455,0.4679069218048665,Medium,Stock,4.880084012220305,819,0.6295730330392637,2,"July Monthly, Q3 Quarterly"
226,BEN,-0.0924557452102491,-0.32861617526951453,0.4736934309869343,High,Stock,2.0533621072185926,1768,0.7195817218931395,2,"August Monthly, Q3 Quarterly"
227,APH,-0.0901861360262786,-0.3290459638670349,0.4528043775649795,High,Stock,2.0128758575959056,731,0.7072823377388118,1,August Monthly
228,APO,-0.12363915329868355,-0.3314057389811015,0.5178478068492053,Medium,Stock,1.9343287710814607,503,0.673673393428056,3,"July Monthly, August Monthly, Q3 Quarterly"
229,DRI,-0.09609569252967261,-0.3321580256800037,0.45844997108155,Medium,Stock,2.012701273752774,657,0.6891051901422369,2,"July Monthly, August Monthly"
230,XRAY,-0.07596411433316505,-0.3325272271261984,0.46368444016489635,Very High,Stock,2.064505504090556,815,0.9684624939331351,2,"July Monthly, August Monthly"
231,NRG,-0.0815379112457797,-0.33402804665880087,0.4755917159763314,High,Stock,2.2320270430151647,1352,0.7394483400879095,1,Q3 Quarterly
232,INGR,-0.0949881229480362,-0.33493205521778835,0.4947976878612716,Very High,Stock,1.977473464529291,1730,0.9223229148688108,1,Q3 Quarterly
233,OXY,-0.09189224470131879,-0.3350334155962077,0.4485510557242174,Very High,Stock,1.8839327921455162,1829,0.8718302244229963,2,"July Monthly, Q3 Quarterly"
234,TSN,-0.08409627074986385,-0.3354721017687817,0.4246258127976687,Medium,Stock,2.0867039315406974,1613,0.6493022564729594,3,"July Monthly, August Monthly, Q3 Quarterly"
235,DHR,-0.08635428097052494,-0.33579217257423855,0.4405521286041403,Very High,Stock,1.96617181612163,1979,0.8363071420063053,2,"August Monthly, Q3 Quarterly"
236,MPWR,-0.0627808847440273,-0.33842454729168503,0.4883720930232558,Low,Stock,2.703839465270659,1290,0.5096932885284327,1,Q3 Quarterly
237,CTSH,-0.054101669556533165,-0.3397489066178895,0.4897326032579897,High,Stock,2.6580580905328812,592,0.7908314926366993,2,"July Monthly, August Monthly"
238,AZO,-0.1125695198581412,-0.34177560362494863,0.4648074369189907,Very High,Stock,1.715066497435321,753,0.8875152780774411,1,August Monthly
239,CMI,-0.09109760029900171,-0.3431900214971613,0.45214618600417816,High,Stock,2.072388100902786,1862,0.7822476709063658,3,"July Monthly, August Monthly, Q3 Quarterly"
240,MSFT,-0.09573553272935051,-0.3441774639041254,0.48631643686709763,Very High,Stock,2.0551991163218872,1668,0.8911671374440915,2,"July Monthly, Q3 Quarterly"
241,CE,-0.10538319564934703,-0.3506376387205118,0.4893258426966292,Medium,Stock,2.295945572604172,866,0.6080838630790737,2,"August Monthly, Q3 Quarterly"
242,AVGO,-0.10531699144166781,-0.3511934299757876,0.4860342359537158,Medium,Stock,2.2137050530107905,671,0.6796445887367204,2,"July Monthly, Q3 Quarterly"
243,SEE,-0.08617826739535701,-0.3518483481245431,0.46923093835194785,Very High,Stock,2.2501466762712186,1936,0.8289435875148564,2,"August Monthly, Q3 Quarterly"
244,ROST,-0.07883650162535698,-0.3530692050717419,0.4534026054883168,High,Stock,2.3878770529475997,1684,0.7131758766620127,2,"July Monthly, Q3 Quarterly"
245,HIG,-0.10658923215510425,-0.3534597519197545,0.47000593543454416,Medium,Stock,2.2316141140534667,1250,0.6098749122808121,2,"August Monthly, Q3 Quarterly"
246,FFIV,0.0122858277492888,-0.35497821471108976,0.5200270434636336,Low,Stock,3.7553200351743747,1110,0.5209301055535627,2,"July Monthly, Q3 Quarterly"
247,PCAR,-0.10316152557130587,-0.3569244088704723,0.44289357639106997,Very High,Stock,1.936731781670575,1936,0.8610564644353911,2,"August Monthly, Q3 Quarterly"
248,AMD,0.008022154919129644,-0.35698445288937436,0.4550528728167002,Very High,Stock,3.498419467638881,1614,0.8508022292106743,3,"July Monthly, August Monthly, Q3 Quarterly"
249,HST,-0.09609633009898479,-0.35724208769022686,0.44248841036722486,High,Stock,2.111150642640303,1936,0.7812392257463245,2,"August Monthly, Q3 Quarterly"
250,STT,-0.10710015123205932,-0.35862840942423757,0.456737795813075,Very High,Stock,1.9649188360182896,1936,0.852301023682259,2,"August Monthly, Q3 Quarterly"
251,PVH,-0.07528596492542089,-0.36152904154884535,0.43691722960209156,High,Stock,2.452668527482605,1921,0.7091108977828182,2,"July Monthly, Q3 Quarterly"
252,NUE,-0.10701302396491372,-0.3647734771188833,0.46753197371857347,Very High,Stock,2.1164128667610833,1613,0.8096067631557964,3,"July Monthly, August Monthly, Q3 Quarterly"
253,EMN,-0.1289427274825234,-0.3656255612564332,0.4714993387249681,Very High,Stock,1.7120249281520619,1337,0.9194116062576754,2,"August Monthly, Q3 Quarterly"
254,VLO,-0.08280633079841011,-0.3679863239852236,0.4563775508191107,High,Stock,2.4702610827307385,1835,0.7500401242483432,2,"July Monthly, Q3 Quarterly"
255,WDC,0.016168881463312842,-0.3704130133061049,0.4306667385389,Medium,Stock,3.614937223840444,1648,0.6635940126760493,3,"July Monthly, August Monthly, Q3 Quarterly"
256,ALK,-0.0749517015015146,-0.37130210696305777,0.4328528922781847,Medium,Stock,2.5490950056578248,1936,0.6945527788550588,2,"August Monthly, Q3 Quarterly"
257,HPQ,-0.09628129991954816,-0.37210243337983706,0.4751725320025103,Very High,Stock,2.2695195424382657,2701,0.9044211290250844,2,"August Monthly, Q3 Quarterly"
258,ALB,-0.10858206605268061,-0.37262998363306304,0.4723837209302325,High,Stock,2.2734583963210637,688,0.7362781189659973,1,August Monthly
259,JJSF,-0.0832063452372755,-0.374093798374598,0.4344689378757515,Very High,Stock,2.338874450470594,2495,0.870014848660499,1,Q3 Quarterly
260,HSIC,-0.11600326022280233,-0.3754184657412153,0.48263801561991754,Very High,Stock,2.162539341882295,1250,0.8122022390456187,2,"August Monthly, Q3 Quarterly"
261,ABNB,-0.121774346382904,-0.38060032624648715,0.4966208476517755,Low,Stock,2.4621131008625152,93,0.5924908174224702,2,"July Monthly, August Monthly"
262,LEN,-0.08090137555805178,-0.38100953295093076,0.43833915027947845,Medium,Stock,2.5998538607768182,1937,0.6910774856466575,2,"August Monthly, Q3 Quarterly"
263,AOS,-0.11644227029011184,-0.38320014812940784,0.4439728787834907,Very High,Stock,1.9611945111587334,1765,0.9141758668622795,2,"August Monthly, Q3 Quarterly"
264,WBA,-0.13219515854402022,-0.3837544125065372,0.4652923477015465,Very High,Stock,1.8318509849282936,1936,0.9122018926446611,2,"August Monthly, Q3 Quarterly"
265,ODFL,-0.05392217464842734,-0.3854784555229267,0.4448667701797626,Very High,Stock,2.877234122020915,721,0.9039076110397213,2,"July Monthly, August Monthly"
266,ISRG,-0.03570226460670539,-0.3863990825339765,0.47236000478729767,Very High,Stock,3.280592878076991,548,0.8243920844258125,2,"July Monthly, August Monthly"
267,DGX,-0.14173274931490693,-0.38733735425106647,0.4823610412625428,Very High,Stock,1.8505335320880425,1008,0.8774404186114658,3,"July Monthly, August Monthly, Q3 Quarterly"
268,JD,-0.0887485592315682,-0.38924433315983753,0.4559440559440559,Low,Stock,2.8125439399977883,715,0.5182425756556617,1,Q3 Quarterly
269,COR,-0.1292759049544958,-0.39411592690748143,0.4766917293233083,Very High,Stock,2.051042842046865,665,0.8899599812924711,1,August Monthly
270,ULTA,-0.1499287381033311,-0.39754003246640746,0.481283422459893,Medium,Stock,2.1415321777615564,374,0.6732252662126614,1,July Monthly
271,WM,-0.11561575900973302,-0.39785328686133603,0.45402240414765327,Very High,Stock,2.203628836188228,1595,0.8761044883870963,2,"August Monthly, Q3 Quarterly"
272,CPRT,-0.11688932993916154,-0.3984284843584466,0.44826430262899897,Very High,Stock,2.1655849867115915,1326,0.8788744175604013,2,"July Monthly, Q3 Quarterly"
273,ADI,-0.0925174730113341,-0.3986458331252376,0.45026682244466193,High,Stock,2.5989878148234116,1923,0.784663066901975,2,"July Monthly, Q3 Quarterly"
274,AES,-0.0677246110114057,-0.4003291161691085,0.4735875057418466,Medium,Stock,3.122452491419689,2177,0.6446188935780375,1,Q3 Quarterly
275,AMT,-0.11324979378552198,-0.40418707680299615,0.497141189072346,High,Stock,2.659079685025425,1164,0.71091243829641,2,"August Monthly, Q3 Quarterly"
276,DVA,-0.138285171860159,-0.40520736615440855,0.483078274018883,High,Stock,2.299137833137114,1044,0.7186765231681621,3,"July Monthly, August Monthly, Q3 Quarterly"
277,IEX,-0.14449476115419152,-0.40539899822384917,0.45061428826849886,Very High,Stock,1.7235292032709442,1551,0.9761212897992122,2,"August Monthly, Q3 Quarterly"
278,F,-0.12768254566985718,-0.4102477295102874,0.45358409321175275,Very High,Stock,2.0653443697916485,2280,0.9500566921225821,2,"August Monthly, Q3 Quarterly"
279,FANG,-0.1285677866675157,-0.4120893111552819,0.4878048780487805,High,Stock,2.4928817327784834,779,0.728325486424875,1,Q3 Quarterly
280,BWA,-0.14276107699124302,-0.41272851129263055,0.4703262708619289,Very High,Stock,2.080805047582263,1128,0.8503576671041847,3,"July Monthly, August Monthly, Q3 Quarterly"
281,ILMN,-0.0697063295517867,-0.413861854303841,0.4794693619709412,Low,Stock,3.346815767882259,1583,0.5181001174544345,1,Q3 Quarterly
282,IVZ,-0.12252160099817172,-0.42079471762678944,0.48196731890506417,High,Stock,2.603184383829452,1053,0.750907640426253,3,"July Monthly, August Monthly, Q3 Quarterly"
283,MS,-0.13448941519093272,-0.42192633566244575,0.47692519195210303,Very High,Stock,2.351962292913405,1379,0.8198078294857033,2,"August Monthly, Q3 Quarterly"
284,JKHY,-0.10181175513335686,-0.4291561850214791,0.45214419340245326,Medium,Stock,2.8951595057133455,1680,0.6835363377568058,2,"August Monthly, Q3 Quarterly"
285,COF,-0.128419295772112,-0.4299700697361596,0.4631578947368421,High,Stock,2.5689633752416294,665,0.732968061028088,1,August Monthly
286,LUV,-0.13415248884968273,-0.43085132258566194,0.4524065347879883,Very High,Stock,2.2637036378306705,1937,0.8823341952722095,2,"August Monthly, Q3 Quarterly"
287,KDP,-0.0760933838445049,-0.433413987496044,0.5205380711648793,Low,Stock,3.606350854556468,736,0.5644043728145745,2,"July Monthly, Q3 Quarterly"
288,TSM,-0.12269367727086185,-0.43882334162442227,0.48650872159471575,High,Stock,2.758494079795536,1159,0.7843157511277683,2,"July Monthly, Q3 Quarterly"
289,UNH,-0.13441979949015154,-0.44578027650868024,0.47728809012402107,Very High,Stock,2.5205446711703967,1722,0.8736149446851166,2,"August Monthly, Q3 Quarterly"
290,DVN,-0.1371504019425974,-0.45148132922812234,0.4451003541912632,Very High,Stock,2.4800653027851056,847,0.8234736322689589,1,July Monthly
291,MRVL,-0.0942392840159478,-0.4540755208630085,0.4856429463171036,Medium,Stock,3.3841045459110917,1602,0.6664163830037054,1,Q3 Quarterly
292,FCX,-0.12557264399832346,-0.45615347096898673,0.4654272542670545,Medium,Stock,2.934425186802253,1291,0.6856233113764092,2,"August Monthly, Q3 Quarterly"
293,DG,-0.157254188350011,-0.4590815906884631,0.47071905571572903,Very High,Stock,2.321405381748979,653,0.8686673598849278,2,"August Monthly, Q3 Quarterly"
294,MLM,-0.17092402657093234,-0.460034626052388,0.4514377452990451,Very High,Stock,1.9024375736836285,1336,0.9647792462327873,2,"August Monthly, Q3 Quarterly"
295,TMUS,-0.13200579714588015,-0.47442478315803627,0.4861808172825009,High,Stock,3.0554410497503746,398,0.7374684190231213,2,"July Monthly, August Monthly"
296,UHS,-0.16001216233136126,-0.4803304966231372,0.42815342595891226,Very High,Stock,2.186456802239917,1891,0.9558030051510313,2,"August Monthly, Q3 Quarterly"
297,AMAT,-0.13572714150072757,-0.48284930930778497,0.44557633102747907,Very High,Stock,2.741183556874487,1937,0.8774804653225948,2,"August Monthly, Q3 Quarterly"
298,CBRE,-0.18915386525092248,-0.4886154528867891,0.4882772592271609,High,Stock,2.4930861681865055,910,0.740353927992802,2,"August Monthly, Q3 Quarterly"
299,KLAC,-0.13209466466459163,-0.49254628995353755,0.4557562508539418,Very High,Stock,2.9783796850076065,1895,0.8400300628629546,2,"August Monthly, Q3 Quarterly"
300,LH,-0.16191257913055943,-0.49302376870698417,0.4399560407221093,Very High,Stock,2.3870649959695314,1509,0.922370557220084,2,"August Monthly, Q3 Quarterly"
301,RSG,-0.1898847839894823,-0.4939339763416336,0.47262209717178527,Very High,Stock,2.038554134292638,1164,0.9699829860856293,2,"August Monthly, Q3 Quarterly"
302,ALGN,-0.1085981176779864,-0.4978671702872465,0.4762833008447043,Medium,Stock,3.5871564912168066,1539,0.6939879279300945,1,Q3 Quarterly
303,SCHW,-0.16742039789887003,-0.5052386395223736,0.4233576642335766,Very High,Stock,2.3945723398154617,822,0.9043956064199812,1,August Monthly
304,USLM,-0.09985529318024945,-0.5072456014487198,0.31191973315577215,Medium,Stock,3.1388576517605635,1936,0.6829891613430961,2,"August Monthly, Q3 Quarterly"
305,BKR,-0.17241968276426323,-0.5078030204302031,0.44643525478777724,Very High,Stock,2.4179525869375658,1637,0.9185263522724156,2,"August Monthly, Q3 Quarterly"
306,CNC,-0.16897050483096893,-0.5084867840839994,0.4956067450449057,High,Stock,2.9172118531276348,831,0.7724605220555123,3,"July Monthly, August Monthly, Q3 Quarterly"
307,MU,-0.1074672852460674,-0.5126363326786162,0.4643265929034719,Very High,Stock,3.576221957175542,2621,0.8096522704578233,1,Q3 Quarterly
308,VRSN,-0.1434486732757831,-0.5150560251802819,0.48218135176158344,High,Stock,3.237185793838533,1154,0.7841525982391933,2,"July Monthly, Q3 Quarterly"
309,HOLX,-0.15886899670524884,-0.5201057563282305,0.4516315353460971,Very High,Stock,2.9349632950261793,1508,0.8046097430110078,2,"August Monthly, Q3 Quarterly"
310,NXPI,-0.18986257573760718,-0.5208025831376442,0.4702713667508114,Very High,Stock,2.6055352427687133,636,0.8080914161005126,2,"August Monthly, Q3 Quarterly"
311,TPR,-0.19594435271234606,-0.533141482362044,0.47740074910238817,High,Stock,2.6939005772845923,864,0.7999186797103907,3,"July Monthly, August Monthly, Q3 Quarterly"
312,ADBE,-0.18858115796836689,-0.5394912195875539,0.4641242422008675,Very High,Stock,2.6568429620948826,1378,0.8758353329336043,3,"July Monthly, August Monthly, Q3 Quarterly"
313,LW,-0.20629655599804428,-0.5400799806818748,0.4882913453659151,Very High,Stock,2.597368062017364,352,0.836230318014217,2,"July Monthly, Q3 Quarterly"
314,JBHT,-0.18930908792137974,-0.5459224286150509,0.4215419826389806,Very High,Stock,2.3424474329563942,1766,0.9806181861243253,2,"August Monthly, Q3 Quarterly"
315,CRWD,-0.1863955855825564,-0.5646347322724694,0.4887218045112781,Medium,Stock,3.4646713680402454,399,0.6462520241839402,1,Q3 Quarterly
316,BTC-USD,-0.19417997965839323,-0.5673891343144792,0.44572935686751874,Medium,Crypto,3.1954813594365676,632,0.6645522958424903,2,"August Monthly, Q3 Quarterly"
317,NOV,-0.2040125966679008,-0.5675335149186209,0.48119297363316327,Very High,Stock,2.8834287894403685,1208,0.831622801066937,2,"August Monthly, Q3 Quarterly"
318,CSGP,-0.23909896315247126,-0.5776418314485166,0.47475625768910645,Very High,Stock,2.508432760339043,971,0.8245605682041269,3,"July Monthly, August Monthly, Q3 Quarterly"
319,GME,-0.2500456822636892,-0.5784930627668033,0.4601593625498008,High,Stock,2.613834027542178,502,0.7044735278208052,1,July Monthly
320,BKNG,-0.1523363720805646,-0.5787804955873315,0.4867947178871548,Very High,Stock,3.6653948210623337,1666,0.8585652448550354,1,Q3 Quarterly
321,ASML,-0.1983114507044617,-0.5839185361800986,0.48246275515181,Very High,Stock,3.012663015706677,1079,0.8899214376729553,3,"July Monthly, August Monthly, Q3 Quarterly"
322,NFLX,-0.17303531017120194,-0.5987094577624924,0.46859256630697177,Very High,Stock,3.571359786136145,992,0.8234900174136857,2,"July Monthly, Q3 Quarterly"
323,MNST,-0.10675167008849022,-0.6126853535372465,0.3802746287456908,Medium,Stock,4.46188063227213,851,0.6110565456258643,2,"July Monthly, August Monthly"
324,1INCH-USD,-0.1479701110785555,-0.6558093174332655,0.5096423562412342,Low,Crypto,4.989126434858816,131,0.5863924834018364,2,"July Monthly, August Monthly"
325,ZEC-USD,-0.1685739522537812,-0.65698873907073,0.46850998463901683,Medium,Crypto,4.5708657081400546,224,0.611121615220538,2,"July Monthly, August Monthly"
326,SIRI,-0.17126229868918544,-0.6606086018224837,0.4765424348378894,High,Stock,4.4525539568606,1293,0.7026592054879719,2,"July Monthly, Q3 Quarterly"
327,DLTR,-0.2891085115267959,-0.696676478567295,0.45284763183335747,Very High,Stock,2.577246590400994,1293,0.9530560516603908,2,"August Monthly, Q3 Quarterly"
328,PDD,-0.3143355659700119,-0.6998633535901126,0.4791666666666667,Low,Stock,3.525967786995098,144,0.5782529190145931,1,July Monthly
329,AKAM,-0.2647595798745049,-0.7056424517294189,0.49696662311347617,Very High,Stock,3.5300531460623787,894,0.827331711793564,3,"July Monthly, August Monthly, Q3 Quarterly"
330,VIX,-0.3341035615432563,-0.7228353691901954,0.4776119402985074,Low,Stock,3.672954105733143,67,0.5373571988738338,1,August Monthly
331,XRP-USD,-0.18167913109048467,-0.7281119238489658,0.45412651864264764,Medium,Crypto,5.335625598682932,224,0.6545769183668839,2,"July Monthly, August Monthly"
332,ETH-USD,-0.2794285450892743,-0.7332669853837137,0.45531003732788217,Medium,Crypto,4.014644612788381,368,0.6234590901789668,3,"July Monthly, August Monthly, Q3 Quarterly"
333,MRNA,-0.2301069473572319,-0.741616926378984,0.45825227404174773,High,Stock,4.314471508670152,138,0.7753664698053042,2,"July Monthly, August Monthly"
334,CELH,-0.1931775771494354,-0.7455187015276677,0.3874891398783666,Low,Stock,7.411841772057759,1151,0.5379794613735296,1,Q3 Quarterly
335,PWR,-0.24398832657790284,-0.7463263298869567,0.4733500277139916,Very High,Stock,3.785934360281101,1157,0.963483560679423,2,"July Monthly, Q3 Quarterly"
336,BYDDF,-0.3128031442637527,-0.7554276819480554,0.4366197183098591,Very High,Stock,2.9026535643873808,355,0.9060287465090732,1,August Monthly
337,SMCI,-0.29005694974446017,-0.7640753229384547,0.4816696914700544,Very High,Stock,3.639941706261248,779,0.8540410917454766,2,"August Monthly, Q3 Quarterly"
338,TRX-USD,-0.33191020233207913,-0.7762652330721661,0.48956894169660126,Medium,Crypto,3.8841242677897196,444,0.6559764667551828,2,"July Monthly, Q3 Quarterly"
339,EOS-USD,-0.2912049158526368,-0.8061972772974393,0.48352779684282765,Low,Crypto,4.933868985535094,437,0.5515670608940652,2,"August Monthly, Q3 Quarterly"
340,ETC-USD,-0.30888445186162866,-0.8086120486294397,0.45445631924698493,Low,Crypto,4.566569333689724,437,0.5804611269613726,2,"August Monthly, Q3 Quarterly"
341,XLM-USD,-0.2562442359024626,-0.8594065950424077,0.46522832006702974,Very High,Crypto,5.04418000998813,224,0.84831490687943,2,"July Monthly, August Monthly"
342,UNI7083-USD,-0.30937848906081217,-0.8617320641532419,0.46370967741935487,Medium,Crypto,4.95927406100923,127,0.6354652680814232,2,"July Monthly, August Monthly"
343,BNB-USD,-0.38644391627701397,-0.8770492345731036,0.4284243553289538,High,Crypto,3.5949113910984174,437,0.7651973986423584,2,"August Monthly, Q3 Quarterly"
344,XNO-USD,-0.3372269501452162,-0.9349852803887757,0.4376899696048632,High,Crypto,5.536918753508873,658,0.7159801227456494,1,Q3 Quarterly
345,ADA-USD,-0.4104534422516436,-0.962264656266717,0.45526522208059617,Medium,Crypto,4.645559001958192,437,0.6689872602139564,2,"August Monthly, Q3 Quarterly"
346,PRTH,-0.4586908493790044,-0.9883496838640984,0.4636871508379888,High,Stock,3.858335554671067,179,0.781889511265016,1,August Monthly
347,PLTR,-0.4903861835636928,-0.9916381843471632,0.5,Medium,Stock,4.148781821206425,90,0.6761342826487063,1,August Monthly
348,MKR-USD,-0.46702753487268495,-1.0210220397387328,0.4315232925390784,Medium,Crypto,4.474857177231132,368,0.6694077934401323,3,"July Monthly, August Monthly, Q3 Quarterly"
349,OKLO,-0.618692750539886,-1.0378009487883166,0.4,Medium,Stock,2.279623295035533,90,0.744298755097718,1,August Monthly
350,LTC-USD,-0.4395348511535248,-1.054947995960695,0.4528970943897537,Very High,Crypto,4.414549557616391,628,0.8529117802475504,2,"August Monthly, Q3 Quarterly"
351,BCH-USD,-0.5134366481529742,-1.0964696141402144,0.4430091185410334,High,Crypto,4.278030774494525,437,0.7579354949254493,2,"August Monthly, Q3 Quarterly"
352,HIMS,-0.645302666903705,-1.1859266352939335,0.48729365203353636,High,Stock,3.442429559255445,228,0.7964476719056316,2,"August Monthly, Q3 Quarterly"
353,KULR,-0.5749924679249203,-1.2444105697632888,0.26944587850628116,Medium,Stock,5.621967210949562,301,0.6342564599488996,2,"August Monthly, Q3 Quarterly"
354,SMR,-0.9045316981836673,-1.6116701253253716,0.4117647058823529,Medium,Stock,4.401118681506776,68,0.7561905147263438,1,August Monthly
